face_name_align,race,race4,gender,age,race_scores_fair,race_scores_fair_4,gender_scores_fair,age_scores_fair,real_age,age_group_merged
detected_faces_fgnet/074A06_face0.JPG,White,White,Male,3-9,"[8.5808885e-01 1.0369891e-05 2.9872751e-03 7.4832483e-06 3.8710500e-06
 1.2287307e-04 1.3877937e-01]",[9.9947613e-01 1.9946966e-04 1.3708179e-05 3.1062908e-04],[0.9978131  0.00218692],"[1.7336303e-03 9.5834875e-01 3.9767105e-02 1.0766693e-04 2.8603603e-05
 1.2905481e-05 1.1586122e-06 2.2156148e-07 2.1781103e-08]",6.0,0-9
detected_faces_fgnet/079A07_face0.JPG,White,White,Male,3-9,"[4.5882770e-01 3.7044677e-04 1.0016554e-01 1.0577824e-03 8.0215873e-04
 1.0799039e-03 4.3769643e-01]",[0.9784807  0.00462344 0.0101781  0.00671775],[0.96955544 0.03044455],"[1.4837773e-05 7.4613196e-01 2.5359383e-01 2.2636786e-04 2.7494432e-05
 5.2432247e-06 2.1239715e-07 4.6014758e-08 4.7505559e-09]",7.0,0-9
detected_faces_fgnet/080A13_face0.JPG,Middle Eastern,White,Male,10-19,"[1.1446270e-01 7.1968432e-05 2.7587119e-01 7.0032889e-05 3.1446668e-04
 3.7700135e-02 5.7150948e-01]",[0.5952299 0.0015069 0.0039598 0.3993034],[0.9974796  0.00252041],"[2.3768398e-06 1.5637213e-01 8.4155297e-01 2.0358644e-03 3.4742712e-05
 1.9061114e-06 9.0279677e-09 9.0767904e-10 4.3066505e-11]",13.0,10-19
detected_faces_fgnet/001A16_face0.JPG,Middle Eastern,White,Male,10-19,"[2.17906132e-01 2.66914169e-04 1.02677815e-01 1.33812951e-04
 2.25454976e-04 2.00335812e-02 6.58756316e-01]",[9.4803530e-01 4.8858719e-04 2.6223566e-03 4.8853692e-02],[0.9673755  0.03262446],"[5.55218321e-06 5.29427268e-03 7.67994761e-01 2.11522847e-01
 1.43840285e-02 7.81987677e-04 1.49434145e-05 1.50220080e-06
 9.20247984e-08]",16.0,10-19
detected_faces_fgnet/023A18_face0.JPG,Latino_Hispanic,White,Male,20-29,"[2.9685670e-01 1.5404078e-04 3.4555665e-01 9.6731055e-05 2.7959605e-04
 1.3027085e-02 3.4402910e-01]",[9.5966828e-01 8.7634646e-05 1.0020440e-03 3.9242029e-02],[9.9999988e-01 1.0674126e-07],"[1.1184741e-07 1.6400401e-05 1.8360145e-02 8.2496655e-01 1.5369767e-01
 2.9506462e-03 8.4416388e-06 8.8969934e-08 6.0723793e-10]",18.0,20-39
detected_faces_fgnet/018A25_face0.JPG,White,White,Female,30-39,"[5.3166074e-01 3.4263639e-03 1.6794027e-01 1.2929915e-04 1.8614826e-04
 8.0084531e-03 2.8864869e-01]",[0.970122   0.00854543 0.00166669 0.01966594],[7.687796e-04 9.992312e-01],"[1.8619056e-07 4.3496070e-06 7.0054748e-04 1.2727810e-01 6.0495043e-01
 2.5063610e-01 1.6175954e-02 2.5268667e-04 1.5999838e-06]",25.0,20-39
detected_faces_fgnet/077A10_face0.JPG,Middle Eastern,White,Male,10-19,"[3.4453097e-01 3.9059483e-05 3.4395602e-02 2.8377122e-04 2.9889675e-04
 3.2204522e-03 6.1723131e-01]",[0.96879965 0.00280095 0.00190352 0.02649588],[0.95061797 0.04938203],"[3.3198728e-05 1.3127317e-01 8.5728985e-01 1.0728472e-02 6.0991576e-04
 6.3799496e-05 1.3946355e-06 2.1041804e-07 1.7866114e-08]",10.0,10-19
detected_faces_fgnet/029A29_face0.JPG,Middle Eastern,White,Male,40-49,"[8.5184410e-02 2.9552260e-03 1.4604259e-01 5.4965547e-04 7.7201141e-04
 1.2049386e-02 7.5244671e-01]",[0.81316316 0.02328163 0.0035539  0.16000137],[9.9904776e-01 9.5224899e-04],"[3.5795456e-05 1.3285980e-04 1.3989105e-03 1.3519129e-02 3.9335775e-01
 5.7288557e-01 1.8447114e-02 2.2053419e-04 2.3422081e-06]",29.0,40-59
detected_faces_fgnet/014A36_face0.JPG,White,White,Female,30-39,"[5.1354295e-01 1.1208067e-04 3.4948462e-01 3.9116293e-03 2.8340947e-03
 8.3286623e-03 1.2178599e-01]",[9.5356101e-01 2.5436992e-04 1.0071460e-03 4.5177456e-02],[0.00862354 0.99137646],"[5.6108900e-07 1.0322536e-05 3.8460160e-03 1.7946941e-01 6.2445903e-01
 1.8167849e-01 1.0306617e-02 2.2843176e-04 1.1774671e-06]",36.0,20-39
detected_faces_fgnet/040A00_face0.JPG,Latino_Hispanic,White,Female,0-2,"[0.3196861  0.00092821 0.42525545 0.1305691  0.04746816 0.00882174
 0.0672712 ]",[5.7245564e-01 4.3328901e-04 4.2333749e-01 3.7736094e-03],[0.30229577 0.6977042 ],"[7.9310077e-01 2.0442158e-01 1.0334958e-03 2.7853218e-04 5.7778053e-04
 3.6365099e-04 1.7045671e-04 4.7769001e-05 6.0323659e-06]",0.0,0-9
detected_faces_fgnet/051A16_face0.JPG,Indian,Indian,Male,20-29,"[2.0249555e-02 9.0855430e-04 2.0705721e-01 7.5537122e-05 4.8712373e-04
 7.3074073e-01 4.0481325e-02]",[2.5088221e-03 5.6884484e-03 2.7794120e-04 9.9152482e-01],[9.9995947e-01 4.0550218e-05],"[7.2129217e-07 1.3204331e-04 4.7666457e-02 7.7285123e-01 1.7462173e-01
 4.7066505e-03 2.0586047e-05 5.5452523e-07 7.2904318e-09]",16.0,20-39
detected_faces_fgnet/072A17_face0.JPG,White,White,Female,20-29,"[8.6622328e-01 5.7290999e-06 1.1849906e-02 8.3937543e-04 3.1119917e-04
 5.7931244e-03 1.1497736e-01]",[9.9049830e-01 1.1148908e-04 5.6222297e-04 8.8279648e-03],[0.00103167 0.99896836],"[6.1503260e-07 4.7213677e-04 1.0538804e-01 8.3512610e-01 5.6986138e-02
 1.9888622e-03 3.6572226e-05 1.4654428e-06 7.4353707e-08]",17.0,20-39
detected_faces_fgnet/046A18_face0.JPG,White,White,Male,20-29,"[6.9196206e-01 1.3688740e-05 4.9797744e-02 1.9418263e-04 2.6716903e-04
 5.4401922e-04 2.5722113e-01]",[0.9930778  0.00100583 0.00173421 0.0041821 ],[0.9799649  0.02003507],"[1.4795879e-07 1.4809976e-04 3.5785863e-01 6.0877055e-01 3.2363966e-02
 8.5447275e-04 4.0654945e-06 8.6324597e-08 2.9615967e-09]",18.0,20-39
detected_faces_fgnet/056A04_face0.JPG,Middle Eastern,White,Male,3-9,"[2.9803419e-01 6.7949221e-03 1.2374475e-01 2.3897632e-05 6.8400157e-05
 2.7215099e-02 5.4411876e-01]",[9.7456884e-01 1.8776024e-02 2.0712419e-05 6.6344519e-03],[0.8853076  0.11469238],"[7.0949428e-02 9.2098486e-01 7.7617452e-03 1.4782196e-04 8.6116139e-05
 5.7189714e-05 1.1084898e-05 1.5963363e-06 1.4969478e-07]",4.0,0-9
detected_faces_fgnet/012A34_face0.JPG,White,White,Female,20-29,"[7.8218657e-01 1.2965690e-04 5.0565153e-02 1.9292504e-03 1.4700105e-03
 2.7176944e-04 1.6344760e-01]",[0.8910158  0.03624142 0.0219365  0.05080625],[0.01837762 0.9816224 ],"[4.23603126e-08 5.25611867e-05 1.09077185e-01 7.96826124e-01
 9.27777216e-02 1.25873007e-03 7.50607205e-06 1.70148397e-07
 4.54487292e-09]",34.0,20-39
detected_faces_fgnet/053A00_face0.JPG,White,White,Male,0-2,"[9.75823402e-01 5.30148136e-05 4.30083973e-03 1.02461505e-04
 1.18404307e-04 8.68731586e-05 1.95150282e-02]",[9.9935836e-01 1.1502621e-05 5.8696431e-04 4.3242140e-05],[0.6111499 0.3888501],"[6.1198819e-01 3.5130569e-01 1.8049456e-02 1.6372862e-03 3.5477378e-03
 7.0857778e-03 4.9337773e-03 1.2212864e-03 2.3090201e-04]",0.0,0-9
detected_faces_fgnet/037A02_face0.JPG,Middle Eastern,White,Male,3-9,"[2.2060832e-01 5.0529354e-04 3.2572892e-01 3.3467467e-04 1.6566432e-03
 7.3878787e-02 3.7728733e-01]",[0.7675869  0.00202741 0.00650064 0.22388503],[0.99872285 0.00127714],"[5.2832509e-03 9.5366907e-01 4.0228479e-02 2.0836604e-04 3.0296965e-04
 2.8318548e-04 2.1957552e-05 2.5410077e-06 1.8878293e-07]",2.0,0-9
detected_faces_fgnet/073A15_face0.JPG,White,White,Female,20-29,"[7.3625469e-01 5.2991154e-04 1.7338508e-01 8.2286417e-05 1.9115003e-04
 5.5361963e-03 8.4020674e-02]",[0.98499674 0.00160152 0.00291908 0.01048268],[2.3660912e-05 9.9997634e-01],"[2.6028230e-08 7.6885968e-05 9.3927890e-02 7.8573543e-01 1.1865088e-01
 1.6034376e-03 5.3356603e-06 6.7288987e-08 8.0281548e-10]",15.0,20-39
detected_faces_fgnet/009A14_face0.JPG,White,White,Female,20-29,"[5.4330933e-01 8.0071797e-05 1.5212110e-01 9.9303492e-04 1.0135198e-03
 2.7354646e-02 2.7512825e-01]",[0.8916127  0.00093283 0.00467525 0.1027792 ],[0.2284164 0.7715836],"[2.0686381e-05 1.1880285e-02 3.3081758e-01 5.9863234e-01 5.5935934e-02
 2.6858640e-03 2.5918996e-05 1.4149274e-06 6.9976842e-08]",14.0,20-39
detected_faces_fgnet/035A16_face0.JPG,White,White,Male,10-19,"[6.8900675e-01 2.2473626e-04 8.9759946e-02 3.0578059e-04 5.1491550e-04
 1.3557386e-04 2.2005229e-01]",[9.961825e-01 7.513240e-04 2.440711e-03 6.254555e-04],[9.9992174e-01 7.8297729e-05],"[2.5252538e-08 2.1595178e-04 7.9050350e-01 2.0771146e-01 1.5609773e-03
 7.9995189e-06 2.1128965e-08 8.9292090e-10 2.5371870e-11]",16.0,10-19
detected_faces_fgnet/061A06_face0.JPG,White,White,Female,3-9,"[9.4015920e-01 1.2701864e-05 4.6561498e-02 2.2541735e-04 2.4542425e-04
 9.9939374e-05 1.2695932e-02]",[9.9844038e-01 3.3125565e-05 6.3410623e-04 8.9240615e-04],[0.016444   0.98355603],"[2.0715086e-04 9.1404212e-01 8.3936714e-02 1.6095062e-03 1.8109620e-04
 2.2222541e-05 1.0334769e-06 8.5520725e-08 1.7387601e-08]",6.0,0-9
detected_faces_fgnet/016A05_face0.JPG,White,White,Male,10-19,"[9.4817203e-01 2.2806471e-06 3.0700939e-03 4.8904389e-04 1.7467160e-04
 8.6528707e-05 4.8005432e-02]",[9.9374068e-01 5.7983057e-06 5.3426940e-03 9.1080740e-04],[0.95900834 0.04099161],"[1.2002036e-03 2.5821400e-01 7.1228862e-01 2.4661317e-02 2.6541555e-03
 9.2150632e-04 5.0096904e-05 8.9459290e-06 1.1800885e-06]",5.0,10-19
detected_faces_fgnet/025A00_face0.JPG,White,Asian,Female,3-9,"[0.4982324  0.18221903 0.07138331 0.01785935 0.02605851 0.14238776
 0.06185971]",[0.2054102  0.30569    0.46007615 0.02882363],[0.4184586  0.58154136],"[0.40041333 0.45708156 0.01948788 0.0211605  0.04617749 0.0328622
 0.01690211 0.00435917 0.00155582]",0.0,0-9
detected_faces_fgnet/058A17_face0.JPG,White,White,Male,10-19,"[8.0904591e-01 8.1452535e-04 5.8666259e-02 5.6037534e-04 1.5687660e-03
 4.0349321e-04 1.2894070e-01]",[0.9890978  0.00665553 0.00159234 0.00265438],[0.99781454 0.00218545],"[4.1377999e-07 1.3816479e-03 5.9611261e-01 3.7666962e-01 2.4269067e-02
 1.5358237e-03 2.9388695e-05 1.3893355e-06 8.4794316e-08]",17.0,10-19
detected_faces_fgnet/010A01_face0.JPG,Latino_Hispanic,White,Male,0-2,"[0.14181563 0.00573316 0.40484926 0.01653022 0.02009276 0.10035247
 0.31062654]",[0.5376478  0.00802054 0.13464127 0.3196904 ],[0.91648537 0.08351459],"[9.3195462e-01 6.6979378e-02 2.1485513e-04 3.2350447e-04 3.3542482e-04
 1.5475905e-04 2.7701810e-05 8.8674578e-06 1.0075009e-06]",1.0,0-9
detected_faces_fgnet/007A39_face0.JPG,White,White,Male,30-39,"[5.9518540e-01 3.4807654e-04 2.3347194e-01 1.7940534e-04 7.3787151e-04
 1.1486569e-02 1.5859081e-01]",[9.4403547e-01 8.8307926e-05 4.2806531e-04 5.5448256e-02],[9.9997181e-01 2.8241011e-05],"[1.6552078e-05 1.8806230e-04 7.0484430e-03 7.9488628e-02 5.6334406e-01
 3.4189475e-01 7.9515669e-03 6.7246197e-05 6.5864202e-07]",39.0,20-39
detected_faces_fgnet/054A04_face0.JPG,Middle Eastern,White,Female,3-9,"[3.5458696e-01 1.7283935e-05 1.8643056e-01 2.8342977e-03 1.5338312e-03
 2.1280434e-02 4.3331662e-01]",[9.6794116e-01 2.3822500e-05 2.7683543e-03 2.9266646e-02],[0.06846868 0.93153137],"[5.8289401e-02 9.0403748e-01 2.7994722e-02 2.9759659e-03 3.6541265e-03
 2.3525865e-03 5.0583092e-04 1.5246331e-04 3.7387297e-05]",4.0,0-9
detected_faces_fgnet/067A14_face0.JPG,Latino_Hispanic,Indian,Female,20-29,"[3.8872269e-01 3.0983990e-02 5.2274334e-01 4.6926914e-05 4.8439193e-04
 3.7752930e-02 1.9265786e-02]",[0.43624663 0.03917264 0.00246879 0.52211195],[0.0027388 0.9972612],"[3.8556109e-07 3.5976598e-05 1.2606517e-02 4.7373241e-01 4.6336842e-01
 4.8562672e-02 1.6244372e-03 6.8089139e-05 1.0860609e-06]",14.0,20-39
detected_faces_fgnet/013A30_face0.JPG,White,Indian,Male,30-39,"[3.4458071e-01 3.3170221e-05 1.2916993e-01 6.7124602e-05 1.9317018e-04
 3.1239182e-01 2.1356410e-01]",[2.7318928e-01 3.3186156e-05 1.0188636e-03 7.2575867e-01],[9.9991894e-01 8.1090184e-05],"[2.0446212e-05 9.6978409e-05 2.0357131e-03 4.6419766e-02 5.5698419e-01
 3.8512298e-01 9.2434864e-03 7.5628050e-05 8.2182692e-07]",30.0,20-39
detected_faces_fgnet/029A31_face0.JPG,Middle Eastern,White,Male,40-49,"[1.0796925e-01 1.4706391e-04 3.1882428e-02 5.5471482e-04 5.6580856e-04
 5.1946738e-03 8.5368603e-01]",[8.8997614e-01 3.2576799e-04 8.5532409e-04 1.0884273e-01],[9.999921e-01 7.907137e-06],"[7.8822792e-05 2.2220452e-04 9.0242212e-04 4.6694060e-03 1.6159314e-01
 7.4227124e-01 8.7191254e-02 3.0358329e-03 3.5668309e-05]",31.0,40-59
detected_faces_fgnet/077A02_face0.JPG,White,White,Female,3-9,"[9.9200469e-01 2.1708522e-04 2.5017378e-03 2.1641261e-04 1.2301022e-04
 4.5238448e-05 4.8918137e-03]",[9.9987924e-01 1.6077409e-05 1.8541783e-05 8.6181244e-05],[0.05478116 0.94521886],"[7.8871422e-02 8.5425305e-01 5.2945122e-02 6.9547626e-03 3.6744978e-03
 2.4703653e-03 7.0058170e-04 9.1886868e-05 3.8264803e-05]",2.0,0-9
detected_faces_fgnet/008A08_face0.JPG,White,White,Female,3-9,"[7.85036922e-01 3.65814497e-03 1.04229726e-01 6.01834152e-04
 4.36025031e-04 2.18974296e-02 8.41399580e-02]",[0.8672225  0.05484513 0.00346963 0.07446274],[0.17783512 0.8221649 ],"[2.0269142e-03 7.2006863e-01 2.3993389e-01 3.4370668e-02 3.3985176e-03
 1.9135349e-04 9.0851518e-06 9.0677798e-07 1.0167403e-07]",8.0,0-9
detected_faces_fgnet/044A15_face0.JPG,White,White,Male,20-29,"[6.3499320e-01 2.4455624e-06 8.0920318e-03 4.9543687e-05 1.6281143e-04
 5.8810046e-04 3.5611188e-01]",[9.9644208e-01 1.2539723e-05 3.3607538e-04 3.2092982e-03],[0.9933173  0.00668275],"[7.5181964e-07 4.4558212e-04 3.8486177e-01 5.6475145e-01 4.8032969e-02
 1.8991556e-03 7.9418396e-06 3.4570820e-07 1.7104522e-08]",15.0,20-39
detected_faces_fgnet/034A18_face0.JPG,White,White,Male,10-19,"[7.4234241e-01 2.3030366e-04 1.8505594e-01 3.8000089e-04 5.5266253e-04
 5.4312991e-03 6.6007353e-02]",[9.9342990e-01 7.7941403e-04 1.7116671e-04 5.6195064e-03],[0.830323   0.16967702],"[4.4220627e-07 4.7129532e-03 7.3706794e-01 2.5201038e-01 6.1163120e-03
 9.1736132e-05 2.5512517e-07 9.6744648e-09 8.4798318e-10]",18.0,10-19
detected_faces_fgnet/048A50_face0.JPG,Latino_Hispanic,White,Male,50-59,"[2.0369321e-01 6.8199419e-04 7.4502909e-01 5.8720876e-03 4.4148760e-03
 2.1657361e-02 1.8651346e-02]",[0.7265498  0.00309105 0.01571586 0.2546432 ],[9.9999982e-01 1.3589869e-07],"[8.4618241e-06 8.8494180e-06 1.1597101e-04 2.5946487e-04 1.6632218e-02
 3.0203173e-01 6.5053564e-01 3.0354720e-02 5.2964460e-05]",50.0,40-59
detected_faces_fgnet/079A04_face0.JPG,Middle Eastern,White,Male,3-9,"[2.7644086e-01 1.0235362e-04 2.5975112e-02 7.9900667e-04 6.3808571e-04
 2.9058631e-03 6.9313878e-01]",[0.9833184  0.00125057 0.00168644 0.01374459],[0.99624336 0.00375663],"[2.06678919e-03 8.85110080e-01 1.11687414e-01 8.23273032e-04
 1.88449223e-04 1.12165653e-04 1.00735124e-05 1.58009857e-06
 1.48305361e-07]",4.0,0-9
detected_faces_fgnet/039A52_face0.JPG,Latino_Hispanic,White,Female,40-49,"[3.5318711e-01 2.0793237e-04 5.8855295e-01 1.5521640e-03 1.1738670e-03
 2.1474659e-02 3.3851352e-02]",[9.9412334e-01 2.1835920e-04 2.4166263e-03 3.2416543e-03],[0.19632828 0.8036717 ],"[4.8024711e-05 5.2570249e-04 7.7488823e-03 7.9694549e-03 1.0747434e-01
 5.1603955e-01 3.3119658e-01 2.8313525e-02 6.8394630e-04]",52.0,40-59
detected_faces_fgnet/014A16_face0.JPG,White,White,Female,20-29,"[6.8338555e-01 8.9827059e-05 6.5238655e-02 2.6813361e-05 6.7736190e-05
 1.0230936e-02 2.4096046e-01]",[9.6256727e-01 9.0157078e-04 1.8786709e-04 3.6343396e-02],[0.06856515 0.93143487],"[1.3727745e-06 3.2317759e-03 3.9474523e-01 5.6304860e-01 3.7344303e-02
 1.6174418e-03 1.0865472e-05 4.5762883e-07 2.3885031e-08]",16.0,20-39
detected_faces_fgnet/025A22_face0.JPG,White,White,Female,10-19,"[6.8800455e-01 2.2043105e-05 3.9268315e-02 8.7945627e-05 9.6816897e-05
 4.1301381e-03 2.6839018e-01]",[9.9515700e-01 8.9377689e-05 3.4911389e-04 4.4044675e-03],[0.3789301  0.62106997],"[4.1549574e-06 5.4416303e-03 5.9180176e-01 3.7826282e-01 2.3381907e-02
 1.0993682e-03 7.9816045e-06 4.2068183e-07 3.3000131e-08]",22.0,10-19
detected_faces_fgnet/008A12_face0.JPG,White,White,Female,10-19,"[7.9928583e-01 5.0555675e-05 9.9477567e-02 7.0079957e-04 5.9361360e-04
 6.2923892e-03 9.3599267e-02]",[9.9396896e-01 1.2742635e-04 1.2977589e-03 4.6058991e-03],[0.0098381  0.99016184],"[6.3963296e-07 2.8177274e-03 6.3648015e-01 3.5363328e-01 6.9592609e-03
 1.0851705e-04 2.7546787e-07 1.3444112e-08 6.1356897e-10]",12.0,10-19
detected_faces_fgnet/075A06_face0.JPG,Middle Eastern,White,Male,3-9,"[3.6068705e-01 2.9603872e-05 3.3205025e-02 7.6091201e-05 4.0302562e-05
 1.6510610e-03 6.0431087e-01]",[9.9862331e-01 7.6407050e-06 6.9376329e-05 1.2997113e-03],[0.99765277 0.00234723],"[1.4801754e-03 9.4390619e-01 5.4423545e-02 1.0371332e-04 4.9159891e-05
 3.3128959e-05 3.3187348e-06 6.6365328e-07 5.5836324e-08]",6.0,0-9
detected_faces_fgnet/067A28_face0.JPG,Latino_Hispanic,Indian,Male,30-39,"[1.5938756e-01 2.0607896e-03 4.1752490e-01 2.2059228e-04 1.1181920e-03
 3.7179923e-01 4.7888707e-02]",[0.48680264 0.00393681 0.00454415 0.50471646],[0.53429866 0.46570137],"[1.4322824e-06 2.0089716e-05 5.4098843e-03 1.5697780e-01 4.9246669e-01
 3.1223586e-01 3.0760286e-02 2.0708397e-03 5.7085086e-05]",28.0,20-39
detected_faces_fgnet/020A36_face0.JPG,Middle Eastern,White,Female,30-39,"[2.6697585e-01 4.6968726e-05 1.7931151e-01 7.5581782e-05 2.3453071e-04
 4.5840573e-03 5.4877144e-01]",[9.6074623e-01 4.8275254e-04 3.2682528e-03 3.5502724e-02],[0.00287466 0.9971253 ],"[2.2680642e-07 2.3352675e-05 1.3816074e-02 2.3014982e-01 5.3813314e-01
 2.0844115e-01 9.2791468e-03 1.5633171e-04 7.6480040e-07]",36.0,20-39
detected_faces_fgnet/074A01_face0.JPG,Middle Eastern,White,Female,0-2,"[4.1604000e-01 4.9290695e-04 1.9886285e-02 1.2660761e-04 6.2349864e-05
 2.9162390e-04 5.6310022e-01]",[9.9764860e-01 7.8119023e-04 1.1431584e-03 4.2707880e-04],[0.33734888 0.6626511 ],"[8.1462502e-01 1.8379886e-01 8.2176126e-04 3.3036774e-04 2.6244196e-04
 1.2598098e-04 3.0011546e-05 4.9305281e-06 6.0902158e-07]",1.0,0-9
detected_faces_fgnet/060A12_face0.JPG,White,White,Female,3-9,"[7.2493929e-01 7.0977949e-06 2.5161806e-02 4.6054440e-04 1.6181321e-04
 6.8359886e-04 2.4858589e-01]",[9.9801934e-01 7.5989359e-05 4.3787775e-04 1.4667953e-03],[0.11297341 0.88702655],"[3.1259292e-04 8.7688899e-01 1.2216511e-01 5.2826107e-04 7.2196061e-05
 3.0176181e-05 2.0627651e-06 6.1374561e-07 1.1073453e-07]",12.0,0-9
detected_faces_fgnet/016A14_face0.JPG,White,White,Male,20-29,"[9.4622910e-01 3.4531706e-07 1.1732368e-03 9.7245349e-05 4.0096947e-05
 3.0900803e-05 5.2429192e-02]",[9.9881601e-01 7.4409763e-06 5.8604969e-04 5.9041922e-04],[0.9976397  0.00236023],"[1.4546918e-08 4.8834077e-06 1.3889381e-01 8.4306943e-01 1.7893534e-02
 1.3797767e-04 3.4487752e-07 7.8820808e-09 2.1730062e-10]",14.0,20-39
detected_faces_fgnet/035A07_face0.JPG,Middle Eastern,White,Male,3-9,"[1.3220963e-01 4.0069465e-03 6.5786280e-02 2.2411779e-04 3.4475446e-04
 3.8111988e-03 7.9361701e-01]",[0.79631907 0.17384113 0.00889632 0.02094348],[0.9910168  0.00898322],"[5.7289511e-04 9.1554183e-01 8.3558500e-02 2.6627842e-04 4.6311372e-05
 1.3463771e-05 5.9657731e-07 8.7367759e-08 8.7467331e-09]",7.0,0-9
detected_faces_fgnet/061A30_face0.JPG,White,Asian,Female,30-39,"[6.8620223e-01 1.5035074e-03 2.3127818e-01 2.1617798e-02 6.5954057e-03
 5.5115041e-04 5.2251730e-02]",[0.3470318  0.00144335 0.65086406 0.00066083],[2.238429e-04 9.997762e-01],"[3.3028703e-06 3.0267118e-05 9.6527155e-04 7.2791830e-02 4.1398650e-01
 3.8971218e-01 1.1402402e-01 8.4001888e-03 8.6489294e-05]",30.0,20-39
detected_faces_fgnet/036A19_face0.JPG,Middle Eastern,White,Male,20-29,"[3.9721376e-01 5.6582630e-05 5.0420862e-02 1.9021652e-05 1.0586876e-04
 4.8152832e-04 5.5170232e-01]",[9.9749100e-01 3.9791610e-04 1.2923207e-04 1.9818267e-03],[9.9992609e-01 7.3901334e-05],"[1.4779103e-07 1.7774893e-05 2.3999564e-02 7.5709444e-01 2.1568961e-01
 3.1898683e-03 8.4901112e-06 1.1971098e-07 2.5274574e-09]",19.0,20-39
detected_faces_fgnet/044A21_face0.JPG,White,White,Male,10-19,"[3.9101821e-01 5.5045052e-04 3.3623517e-01 3.0056218e-04 9.0669887e-04
 3.2119104e-03 2.6777709e-01]",[9.9000651e-01 4.5531697e-04 1.1354637e-03 8.4027369e-03],[9.9959517e-01 4.0479458e-04],"[6.4741158e-07 2.4775674e-03 7.9370320e-01 1.9649664e-01 7.1119131e-03
 2.0863136e-04 1.3317549e-06 7.1901283e-08 2.0802664e-09]",21.0,10-19
detected_faces_fgnet/019A07_face0.JPG,White,White,Male,10-19,"[5.5703932e-01 4.3777374e-04 3.4576696e-01 2.2325569e-04 6.5583899e-04
 5.6107584e-03 9.0266094e-02]",[9.9413079e-01 2.3655800e-04 1.6431234e-04 5.4683848e-03],[0.9783319  0.02166809],"[1.32797795e-05 2.07209587e-02 8.70064139e-01 9.06453654e-02
 1.71868429e-02 1.35259144e-03 1.57638042e-05 9.74012551e-07
 4.41671020e-08]",7.0,10-19
detected_faces_fgnet/023A14_face0.JPG,White,White,Male,10-19,"[9.4640672e-01 2.1038729e-06 6.1959638e-03 1.0735412e-05 2.5363905e-05
 8.2928433e-05 4.7276229e-02]",[9.99848962e-01 1.20376376e-06 3.93126538e-05 1.10535126e-04],[9.9998242e-01 1.7591032e-05],"[7.5631209e-07 1.9327175e-03 8.4986478e-01 1.4137325e-01 6.1138324e-03
 7.0657040e-04 7.8499252e-06 3.1438847e-07 5.1179323e-09]",14.0,10-19
detected_faces_fgnet/032A35_face0.JPG,White,White,Female,50-59,"[0.47605053 0.00157803 0.39298552 0.00194567 0.00657964 0.01892597
 0.10193468]",[0.9665889  0.00883272 0.01365982 0.01091858],[0.00901572 0.9909843 ],"[3.42510566e-06 1.21564935e-05 1.61230666e-04 7.17294170e-04
 2.99934689e-02 3.76809627e-01 5.28755665e-01 6.22967631e-02
 1.25039159e-03]",35.0,40-59
detected_faces_fgnet/081A06_face0.JPG,Middle Eastern,White,Male,3-9,"[1.6214937e-01 3.7912949e-05 2.7608430e-01 7.4765360e-04 8.7902852e-04
 2.5678042e-02 5.3442365e-01]",[0.94141144 0.00230746 0.00868545 0.04759558],[9.9979264e-01 2.0742539e-04],"[5.4370041e-04 9.0151179e-01 9.7020179e-02 6.4449001e-04 2.2549376e-04
 5.2740012e-05 1.5097371e-06 9.4560534e-08 3.2098479e-09]",6.0,0-9
detected_faces_fgnet/011A20_face0.JPG,Indian,Indian,Male,30-39,"[5.1338878e-03 1.7573487e-04 8.7573513e-02 1.6601256e-05 1.8267450e-04
 7.7397829e-01 1.3293934e-01]",[5.7435106e-03 2.1965745e-04 8.6590961e-05 9.9395025e-01],[9.9999976e-01 2.0695400e-07],"[7.2262873e-07 7.0148030e-06 5.6497665e-04 5.3359818e-02 7.1269304e-01
 2.3161829e-01 1.7469537e-03 9.1419597e-06 3.8753534e-08]",20.0,20-39
detected_faces_fgnet/046A06_face0.JPG,Middle Eastern,White,Male,3-9,"[3.6383203e-01 4.9821247e-05 1.5695004e-02 9.1838963e-05 6.4170417e-05
 1.7628946e-03 6.1850435e-01]",[0.9794703  0.00403268 0.00175067 0.01474637],[0.97753394 0.02246606],"[5.0505408e-04 8.0976170e-01 1.8861173e-01 9.5315499e-04 1.3654015e-04
 3.0405321e-05 1.2646034e-06 1.9303653e-07 1.6748519e-08]",6.0,0-9
detected_faces_fgnet/078A14_face0.JPG,Black,Black,Male,10-19,"[0.03881939 0.48172805 0.39776203 0.00053168 0.00360228 0.0115543
 0.06600232]",[0.00840492 0.56549186 0.00460838 0.42149487],[0.9922422 0.0077578],"[6.67939105e-07 1.63492607e-03 5.25525928e-01 4.59751368e-01
 1.28238304e-02 2.61011824e-04 2.12308555e-06 1.12788584e-07
 8.32641689e-09]",14.0,10-19
detected_faces_fgnet/006A28_face0.JPG,Indian,Indian,Male,30-39,"[0.0216127  0.00426111 0.3374117  0.00180748 0.01042522 0.3703195
 0.25416228]",[0.05415892 0.01124411 0.15702352 0.7775734 ],[9.9997216e-01 2.7831069e-05],"[7.8409808e-05 6.9778890e-04 1.3132021e-02 2.7150324e-01 5.8100951e-01
 1.2987211e-01 3.6213731e-03 8.3723156e-05 1.7470358e-06]",28.0,20-39
