face_name_align,race,race4,gender,age,race_scores_fair,race_scores_fair_4,gender_scores_fair,age_scores_fair,race_final,age_final
/scratch/project_462000771/mengting/projects/bias/SD3/prompt2/selected_faces/detected_unhappy/unhappy_person_0509_face0.png,Indian,Indian,Male,20-29,"[0.04773803 0.00834129 0.31821296 0.00058023 0.00561742 0.5387971
 0.080713  ]",[0.18985347 0.00136015 0.00792156 0.8008648 ],[9.999991e-01 8.527934e-07],"[3.5297532e-07 4.9792794e-05 3.2651059e-02 7.8950208e-01 1.7328796e-01
 4.4782008e-03 2.9838360e-05 7.1533111e-07 9.9710959e-09]",Others,20-39
/scratch/project_462000771/mengting/projects/bias/SD3/prompt2/selected_faces/detected_unhappy/unhappy_person_0510_face0.png,White,White,Male,40-49,"[9.8615730e-01 6.1943696e-04 5.8358973e-03 4.1016887e-05 2.1013187e-04
 7.6134840e-04 6.3747359e-03]",[9.9429286e-01 1.2094546e-03 2.4855524e-04 4.2489935e-03],[9.9999809e-01 1.9013589e-06],"[8.6136163e-07 4.6663104e-06 5.8937509e-04 1.9215301e-02 1.3994753e-01
 4.5782137e-01 3.7293944e-01 9.2459014e-03 2.3550160e-04]",White,40-59
/scratch/project_462000771/mengting/projects/bias/SD3/prompt2/selected_faces/detected_unhappy/unhappy_person_0511_face0.png,White,White,Male,40-49,"[8.2321095e-01 6.8797977e-05 1.5379661e-01 7.1130117e-04 2.2784113e-03
 8.1915921e-03 1.1742326e-02]",[9.8737264e-01 2.3130273e-05 3.6841538e-03 8.9200372e-03],[9.9998236e-01 1.7676541e-05],"[1.8076809e-05 6.8775313e-05 1.4897122e-03 6.1639883e-03 1.2641789e-01
 6.0433304e-01 2.5728005e-01 4.1846000e-03 4.3877637e-05]",White,40-59
/scratch/project_462000771/mengting/projects/bias/SD3/prompt2/selected_faces/detected_unhappy/unhappy_person_0512_face0.png,White,White,Male,60-69,"[0.6673266  0.01324124 0.04474596 0.00506241 0.03302583 0.0245489
 0.21204905]",[9.9633479e-01 1.3896858e-04 3.1426800e-03 3.8358060e-04],[9.9990958e-01 9.0407426e-05],"[1.2900630e-05 1.2066162e-05 1.0834110e-04 1.5428611e-04 9.5731841e-04
 1.5829418e-02 2.8631690e-01 5.2464908e-01 1.7195967e-01]",White,60+
/scratch/project_462000771/mengting/projects/bias/SD3/prompt2/selected_faces/detected_unhappy/unhappy_person_0513_face0.png,White,White,Male,50-59,"[9.7155851e-01 1.8165263e-05 6.5804794e-03 2.2881615e-05 7.9315207e-05
 5.2993320e-04 2.1210700e-02]",[9.9812323e-01 7.9670841e-05 6.6913280e-04 1.1281074e-03],[0.9428571  0.05714294],"[8.5419524e-05 9.8171804e-05 6.0390489e-04 4.9521896e-04 6.5149777e-03
 1.2000452e-01 7.2148246e-01 1.4124370e-01 9.4715217e-03]",White,40-59
/scratch/project_462000771/mengting/projects/bias/SD3/prompt2/selected_faces/detected_unhappy/unhappy_person_0514_face0.png,Black,Black,Male,20-29,"[5.9968629e-06 9.9978888e-01 9.4620271e-05 4.3394454e-08 9.0948475e-07
 4.4003486e-05 6.5416651e-05]",[2.1494611e-06 9.9994624e-01 2.8039956e-06 4.8822676e-05],[9.9999988e-01 1.5717467e-07],"[1.7536208e-07 3.8597547e-05 3.0398553e-02 6.6844064e-01 2.8014413e-01
 2.0384248e-02 5.7139248e-04 2.1362690e-05 9.8194369e-07]",Black,20-39
/scratch/project_462000771/mengting/projects/bias/SD3/prompt2/selected_faces/detected_unhappy/unhappy_person_0515_face0.png,White,White,Male,30-39,"[9.6315867e-01 3.6125835e-05 1.2645266e-02 7.2788657e-04 7.9184549e-04
 3.5938004e-03 1.9046327e-02]",[9.6642405e-01 1.8136227e-04 1.1432478e-02 2.1962129e-02],[0.998945   0.00105501],"[9.3307344e-06 1.9101903e-04 5.9989458e-03 2.4914229e-01 6.0661858e-01
 1.3592832e-01 2.0798789e-03 3.0148869e-05 1.5026292e-06]",White,20-39
/scratch/project_462000771/mengting/projects/bias/SD3/prompt2/selected_faces/detected_unhappy/unhappy_person_0516_face0.png,White,White,Male,50-59,"[6.6951853e-01 3.1658367e-04 1.5682806e-01 1.8102914e-03 2.6221029e-03
 1.7947892e-02 1.5095656e-01]",[9.9786192e-01 2.9256549e-05 2.2326117e-04 1.8855346e-03],[9.999112e-01 8.876879e-05],"[4.3303120e-05 4.3237382e-05 2.5100817e-04 2.2590962e-04 9.2134969e-03
 2.3000152e-01 7.2205186e-01 3.7671819e-02 4.9783301e-04]",White,40-59
/scratch/project_462000771/mengting/projects/bias/SD3/prompt2/selected_faces/detected_unhappy/unhappy_person_0517_face0.png,Indian,White,Male,50-59,"[0.1800327  0.14565964 0.18992501 0.00088224 0.00516405 0.28585303
 0.19248334]",[0.8768741  0.00937589 0.02843121 0.0853188 ],[9.9999154e-01 8.4473268e-06],"[2.9951390e-05 1.4826725e-05 8.4722589e-05 1.3242222e-04 1.9250941e-03
 5.4231003e-02 4.7776586e-01 4.4253129e-01 2.3284826e-02]",Others,40-59
/scratch/project_462000771/mengting/projects/bias/SD3/prompt2/selected_faces/detected_unhappy/unhappy_person_0518_face0.png,Indian,Indian,Male,40-49,"[0.01905096 0.01144206 0.2715934  0.00194803 0.01317723 0.5100327
 0.17275563]",[0.0569643  0.00205886 0.01774331 0.92323357],[9.9963963e-01 3.6038394e-04],"[2.2993010e-05 3.5102054e-05 4.6176507e-04 2.3742717e-02 4.5253995e-01
 4.7813419e-01 4.4510931e-02 5.3790765e-04 1.4459880e-05]",Others,40-59
/scratch/project_462000771/mengting/projects/bias/SD3/prompt2/selected_faces/detected_unhappy/unhappy_person_0519_face0.png,Latino_Hispanic,White,Male,30-39,"[0.1467937  0.04979538 0.46718082 0.00315418 0.00858856 0.03877639
 0.285711  ]",[0.5666353  0.01152988 0.00907558 0.41275918],[9.9988699e-01 1.1299213e-04],"[2.1122138e-05 1.0063862e-04 1.9245560e-03 1.0015373e-01 6.0103160e-01
 2.8104886e-01 1.5396618e-02 3.1444835e-04 8.4056046e-06]",Others,20-39
/scratch/project_462000771/mengting/projects/bias/SD3/prompt2/selected_faces/detected_unhappy/unhappy_person_0520_face0.png,Southeast Asian,Asian,Male,50-59,"[6.3238363e-04 3.4315404e-03 1.9899974e-02 2.4305606e-01 7.2950226e-01
 2.6573222e-03 8.2049397e-04]",[2.1423798e-04 9.3109888e-04 9.9804157e-01 8.1306248e-04],[9.9938816e-01 6.1186752e-04],"[5.1222373e-06 1.0760073e-05 1.0712216e-04 1.7809469e-03 2.5602171e-02
 2.1989147e-01 5.5643183e-01 1.7935310e-01 1.6817497e-02]",Asian,40-59
/scratch/project_462000771/mengting/projects/bias/SD3/prompt2/selected_faces/detected_unhappy/unhappy_person_0521_face0.png,Middle Eastern,Indian,Male,40-49,"[2.4340371e-02 5.7546731e-02 1.9351986e-01 1.3729543e-04 6.9318997e-04
 1.9147296e-02 7.0461524e-01]",[0.39677748 0.16716896 0.00597822 0.43007532],[9.9999988e-01 1.1924651e-07],"[2.7359044e-06 3.6983297e-06 6.8729649e-05 4.2943410e-03 1.6890118e-01
 6.8839449e-01 1.3346371e-01 4.7977329e-03 7.3325093e-05]",Others,40-59
/scratch/project_462000771/mengting/projects/bias/SD3/prompt2/selected_faces/detected_unhappy/unhappy_person_0522_face0.png,Black,Black,Male,30-39,"[1.8934519e-07 9.9997699e-01 3.5526939e-06 5.1787032e-09 8.8245798e-08
 1.8911685e-05 2.4525838e-07]",[4.0694727e-07 9.9999529e-01 3.2412839e-07 3.9454549e-06],[9.9999380e-01 6.2250456e-06],"[2.1036168e-07 7.1148793e-06 1.9506385e-03 2.7890378e-01 5.2656376e-01
 1.8322353e-01 9.0586785e-03 2.7453585e-04 1.7773253e-05]",Black,20-39
/scratch/project_462000771/mengting/projects/bias/SD3/prompt2/selected_faces/detected_unhappy/unhappy_person_0523_face0.png,White,White,Female,70+,"[0.3765003  0.02000434 0.2953018  0.01575719 0.09767358 0.10950851
 0.08525426]",[0.9184693  0.00265916 0.07303289 0.00583864],[0.4326028  0.56739724],"[1.1291213e-05 3.1635034e-05 1.2586256e-04 6.5401563e-04 4.6396023e-03
 3.2081112e-02 1.6765839e-01 3.5900107e-01 4.3579704e-01]",White,60+
/scratch/project_462000771/mengting/projects/bias/SD3/prompt2/selected_faces/detected_unhappy/unhappy_person_0524_face0.png,White,White,Male,30-39,"[9.3526751e-01 4.4161559e-04 2.9977173e-02 6.5168271e-05 3.8041084e-04
 6.0085519e-03 2.7859474e-02]",[0.9165694  0.00202898 0.00279335 0.07860819],[9.9999976e-01 2.7589815e-07],"[7.0324432e-08 1.6472274e-06 3.4925528e-03 3.3901605e-01 5.0709802e-01
 1.4521547e-01 5.1220027e-03 5.2677180e-05 1.4672445e-06]",White,20-39
/scratch/project_462000771/mengting/projects/bias/SD3/prompt2/selected_faces/detected_unhappy/unhappy_person_0525_face0.png,Middle Eastern,White,Male,30-39,"[2.7672374e-01 6.9421907e-03 1.3755874e-01 1.2092451e-04 4.7019339e-04
 5.6301425e-03 5.7255405e-01]",[0.9324187  0.02638454 0.00695161 0.03424514],[9.9999833e-01 1.7234682e-06],"[1.25323459e-06 6.34352864e-06 3.80303070e-04 8.56869146e-02
 7.36855328e-01 1.75126627e-01 1.93291472e-03 1.02501281e-05
 1.08205846e-07]",White,20-39
/scratch/project_462000771/mengting/projects/bias/SD3/prompt2/selected_faces/detected_unhappy/unhappy_person_0526_face0.png,White,White,Male,20-29,"[8.4088188e-01 4.1678749e-04 7.9599909e-02 4.0856764e-02 1.8155992e-02
 3.5331871e-03 1.6555510e-02]",[0.9027897  0.00126514 0.09203566 0.0039095 ],[9.9994534e-01 5.4684264e-05],"[2.4013131e-08 1.2730326e-06 6.7034792e-03 6.8813556e-01 2.9896262e-01
 6.1501772e-03 4.6207319e-05 6.9083063e-07 1.6893335e-08]",White,20-39
/scratch/project_462000771/mengting/projects/bias/SD3/prompt2/selected_faces/detected_unhappy/unhappy_person_0527_face0.png,Latino_Hispanic,Indian,Male,30-39,"[3.46255898e-02 6.74719166e-04 7.09711313e-01 2.43045809e-03
 1.14029655e-02 1.73141822e-01 6.80131614e-02]",[2.0151069e-02 5.7677797e-04 1.5250480e-02 9.6402162e-01],[9.9999493e-01 5.0433437e-06],"[1.0534199e-05 2.0575857e-04 6.9861608e-03 2.7975386e-01 6.1960024e-01
 9.2147104e-02 1.2770618e-03 1.9108173e-05 2.5408892e-07]",Others,20-39
/scratch/project_462000771/mengting/projects/bias/SD3/prompt2/selected_faces/detected_unhappy/unhappy_person_0528_face0.png,Black,Black,Male,30-39,"[6.7135414e-07 9.9992591e-01 1.4388276e-05 2.6926884e-07 4.1578151e-06
 5.2018484e-05 2.6675011e-06]",[6.3569280e-07 9.9988323e-01 4.2657048e-05 7.3520889e-05],[9.9974495e-01 2.5503433e-04],"[7.2476274e-07 7.7445278e-05 1.0606661e-02 3.2496622e-01 5.0862217e-01
 1.4486177e-01 1.0389174e-02 4.2404473e-04 5.1775321e-05]",Black,20-39
/scratch/project_462000771/mengting/projects/bias/SD3/prompt2/selected_faces/detected_unhappy/unhappy_person_0529_face0.png,White,White,Male,30-39,"[8.9526498e-01 2.2056219e-04 6.6384301e-02 3.9257499e-04 1.3916957e-03
 9.5524937e-03 2.6793402e-02]",[0.87589717 0.00135942 0.01193792 0.1108055 ],[9.999993e-01 7.111976e-07],"[1.5447822e-06 6.6471599e-05 8.9702848e-03 2.1956366e-01 5.8725226e-01
 1.7979379e-01 4.3067145e-03 4.4296441e-05 9.7202201e-07]",White,20-39
/scratch/project_462000771/mengting/projects/bias/SD3/prompt2/selected_faces/detected_unhappy/unhappy_person_0530_face0.png,Latino_Hispanic,White,Male,20-29,"[1.03808925e-01 5.16910758e-03 7.87892640e-01 3.20132676e-05
 1.73893597e-04 7.62720481e-02 2.66513564e-02]",[0.5203542  0.01430572 0.00464693 0.46069318],[9.9999326e-01 6.7091173e-06],"[1.3685108e-05 2.2278084e-04 2.2334130e-02 4.5419097e-01 4.5141894e-01
 6.9735765e-02 2.0566890e-03 2.6731264e-05 3.5440451e-07]",Others,20-39
/scratch/project_462000771/mengting/projects/bias/SD3/prompt2/selected_faces/detected_unhappy/unhappy_person_0531_face0.png,Black,Black,Male,50-59,"[3.0986912e-06 9.9981242e-01 7.0459566e-05 3.3542480e-07 4.2975748e-06
 1.0628147e-04 3.1488109e-06]",[3.4456123e-05 9.9884945e-01 1.0289967e-04 1.0131594e-03],[9.996350e-01 3.650514e-04],"[8.0345599e-06 2.7619932e-05 8.1272759e-05 7.2101876e-04 9.5480587e-03
 1.2602715e-01 4.9955276e-01 3.1358978e-01 5.0444335e-02]",Black,40-59
/scratch/project_462000771/mengting/projects/bias/SD3/prompt2/selected_faces/detected_unhappy/unhappy_person_0532_face0.png,White,White,Male,30-39,"[0.55187535 0.00104028 0.31302384 0.00105658 0.00335328 0.01107057
 0.11858015]",[0.9701277  0.01466909 0.00189287 0.01331041],[9.9996662e-01 3.3382654e-05],"[8.9255231e-08 1.2806803e-06 4.8976298e-04 1.7755924e-01 7.4542814e-01
 7.5933248e-02 5.8502407e-04 3.1881816e-06 5.5050734e-08]",White,20-39
/scratch/project_462000771/mengting/projects/bias/SD3/prompt2/selected_faces/detected_unhappy/unhappy_person_0533_face0.png,Black,Black,Male,20-29,"[2.0994710e-06 9.9988979e-01 5.3379459e-05 2.4008806e-08 1.0151559e-06
 2.3681419e-05 3.0078665e-05]",[1.0693235e-05 9.9970305e-01 3.8950315e-05 2.4735107e-04],[9.9999946e-01 4.7456888e-07],"[6.2823091e-08 7.5444000e-06 8.1693856e-03 6.4298552e-01 3.3193347e-01
 1.6695997e-02 2.0392796e-04 3.9294387e-06 1.9939090e-07]",Black,20-39
/scratch/project_462000771/mengting/projects/bias/SD3/prompt2/selected_faces/detected_unhappy/unhappy_person_0534_face0.png,East Asian,Asian,Male,40-49,"[5.7592071e-03 1.0280156e-04 2.7640930e-01 3.7773496e-01 3.3071280e-01
 7.6545058e-03 1.6264375e-03]",[3.4261444e-03 7.4285135e-06 9.9560225e-01 9.6419733e-04],[0.8741632  0.12583677],"[9.5602591e-06 6.0676459e-05 1.3798181e-03 4.8129940e-03 1.1587812e-01
 4.2477319e-01 4.1387045e-01 3.8545080e-02 6.7018531e-04]",Asian,40-59
/scratch/project_462000771/mengting/projects/bias/SD3/prompt2/selected_faces/detected_unhappy/unhappy_person_0535_face0.png,Latino_Hispanic,Asian,Male,40-49,"[0.04057987 0.00100553 0.66459894 0.08226667 0.10788364 0.07676899
 0.02689636]",[7.8715965e-02 7.6288503e-04 7.6617694e-01 1.5434420e-01],[0.96595216 0.03404784],"[1.0697650e-05 4.8507500e-05 2.2281222e-03 2.4849981e-02 2.9112169e-01
 5.1173031e-01 1.6126731e-01 8.5348310e-03 2.0857417e-04]",Others,40-59
/scratch/project_462000771/mengting/projects/bias/SD3/prompt2/selected_faces/detected_unhappy/unhappy_person_0536_face0.png,White,White,Male,30-39,"[5.40624499e-01 5.67151350e-04 1.16109386e-01 8.24214294e-05
 4.30633401e-04 1.71011351e-02 3.25084746e-01]",[9.8296362e-01 2.1730995e-04 1.1433734e-04 1.6704720e-02],[9.9999261e-01 7.4112127e-06],"[9.1077032e-07 1.5307185e-05 3.5143744e-03 1.5030318e-01 6.3344055e-01
 2.0717379e-01 5.4861759e-03 6.4310312e-05 1.3798964e-06]",White,20-39
/scratch/project_462000771/mengting/projects/bias/SD3/prompt2/selected_faces/detected_unhappy/unhappy_person_0537_face0.png,Latino_Hispanic,White,Male,50-59,"[4.1611290e-01 1.9667315e-04 5.1782280e-01 5.0445185e-03 1.0742570e-02
 3.8430806e-02 1.1649684e-02]",[9.6046251e-01 5.2607378e-05 4.1776868e-03 3.5307154e-02],[9.999934e-01 6.602643e-06],"[3.7977907e-06 1.2062790e-05 3.8883017e-04 1.1107081e-03 4.9715966e-02
 4.5109448e-01 4.8557073e-01 1.2016088e-02 8.7343484e-05]",Others,40-59
/scratch/project_462000771/mengting/projects/bias/SD3/prompt2/selected_faces/detected_unhappy/unhappy_person_0538_face0.png,White,White,Male,50-59,"[9.7478956e-01 2.5027559e-05 6.6094398e-03 1.1650913e-04 1.1454993e-03
 2.5071788e-03 1.4806852e-02]",[9.9827826e-01 9.8040118e-06 1.3687289e-03 3.4320806e-04],[0.9981079 0.0018921],"[9.1739230e-06 6.7891408e-05 1.4671260e-03 3.3193841e-03 2.9770305e-02
 3.3304062e-01 5.6055552e-01 5.8283687e-02 1.3486227e-02]",White,40-59
/scratch/project_462000771/mengting/projects/bias/SD3/prompt2/selected_faces/detected_unhappy/unhappy_person_0539_face0.png,Black,Black,Male,30-39,"[1.6811219e-06 9.9987930e-01 1.8120361e-05 6.5640585e-08 8.4533565e-07
 9.8574877e-05 1.4050941e-06]",[4.9534538e-07 9.9998951e-01 4.0313762e-07 9.6290578e-06],[9.9999344e-01 6.5488784e-06],"[7.11851726e-07 1.35251439e-05 1.77798409e-03 2.58873194e-01
 5.69537342e-01 1.62210986e-01 7.47434469e-03 1.05855266e-04
 6.17146861e-06]",Black,20-39
/scratch/project_462000771/mengting/projects/bias/SD3/prompt2/selected_faces/detected_unhappy/unhappy_person_0540_face0.png,White,White,Male,30-39,"[8.47411990e-01 5.91023010e-04 1.04391694e-01 1.34474380e-04
 2.22519346e-04 2.22547352e-03 4.50227894e-02]",[9.8409235e-01 7.2132441e-04 4.0025881e-04 1.4786086e-02],[9.9963212e-01 3.6790327e-04],"[3.0072312e-07 4.6216360e-06 1.1648507e-03 5.2685391e-02 5.6162822e-01
 3.7500075e-01 9.4610257e-03 5.4055803e-05 7.5795612e-07]",White,20-39
/scratch/project_462000771/mengting/projects/bias/SD3/prompt2/selected_faces/detected_unhappy/unhappy_person_0541_face0.png,White,White,Male,40-49,"[9.3048549e-01 1.7957666e-04 5.8114361e-02 9.4138796e-04 1.7309736e-03
 2.8586937e-03 5.6895586e-03]",[9.9639851e-01 8.2254097e-05 2.4044726e-03 1.1147601e-03],[9.9978673e-01 2.1319406e-04],"[4.9783152e-06 2.2817825e-05 1.2598300e-03 1.0005225e-02 1.7953791e-01
 6.2907177e-01 1.7695522e-01 3.1035349e-03 3.8735699e-05]",White,40-59
/scratch/project_462000771/mengting/projects/bias/SD3/prompt2/selected_faces/detected_unhappy/unhappy_person_0542_face0.png,Indian,Indian,Male,40-49,"[2.4142572e-01 4.3394990e-04 1.6431378e-01 1.7529054e-04 1.4177947e-03
 3.5472170e-01 2.3751181e-01]",[0.40834054 0.00174224 0.00119954 0.58871764],[9.9999523e-01 4.7075764e-06],"[3.1821294e-06 2.5252461e-05 5.4167700e-04 9.0368334e-03 2.2830224e-01
 6.9857198e-01 6.3080303e-02 4.3298260e-04 5.5429141e-06]",Others,40-59
/scratch/project_462000771/mengting/projects/bias/SD3/prompt2/selected_faces/detected_unhappy/unhappy_person_0543_face0.png,White,White,Female,50-59,"[8.9824629e-01 1.5075715e-03 3.1155117e-02 4.4065324e-04 1.5033949e-03
 2.1832820e-02 4.5314092e-02]",[9.9761295e-01 3.4255063e-05 4.5055727e-04 1.9022995e-03],[0.33641317 0.6635868 ],"[2.7216354e-05 1.7262273e-04 1.0095494e-03 4.3315599e-03 1.8219292e-02
 9.7937256e-02 3.2513428e-01 2.8051829e-01 2.7264988e-01]",White,40-59
/scratch/project_462000771/mengting/projects/bias/SD3/prompt2/selected_faces/detected_unhappy/unhappy_person_0544_face0.png,Indian,Indian,Female,70+,"[0.16117652 0.04646749 0.2054394  0.01160971 0.06102394 0.28200766
 0.23227526]",[0.29110518 0.01321738 0.31594235 0.3797351 ],[0.19655955 0.8034404 ],"[1.1406608e-05 3.5140609e-05 8.0856829e-05 1.3730979e-04 1.0121280e-03
 9.1319783e-03 9.0357699e-02 2.8669927e-01 6.1253422e-01]",Others,60+
/scratch/project_462000771/mengting/projects/bias/SD3/prompt2/selected_faces/detected_unhappy/unhappy_person_0545_face0.png,Black,Black,Male,20-29,"[1.26718905e-05 9.99780357e-01 1.08153952e-04 2.37267636e-06
 1.13482574e-05 8.08924669e-05 4.28578915e-06]",[3.7531186e-06 9.9992824e-01 4.9386176e-06 6.3117179e-05],[0.9582738  0.04172624],"[3.1650222e-06 2.7972087e-03 2.2785036e-01 6.0788667e-01 1.4908099e-01
 1.1844506e-02 5.0746696e-04 2.6109932e-05 3.4706513e-06]",Black,20-39
/scratch/project_462000771/mengting/projects/bias/SD3/prompt2/selected_faces/detected_unhappy/unhappy_person_0546_face0.png,White,White,Male,30-39,"[9.9859774e-01 2.6054931e-06 8.2800770e-04 1.4066096e-05 2.3221355e-05
 9.4360166e-06 5.2492460e-04]",[9.9924743e-01 7.0857532e-05 3.0175390e-04 3.7987847e-04],[9.9998635e-01 1.3599476e-05],"[3.8976171e-07 4.8266979e-06 2.0501739e-03 9.9047609e-02 4.7499770e-01
 3.9109197e-01 3.2308593e-02 4.8988254e-04 8.8864135e-06]",White,20-39
/scratch/project_462000771/mengting/projects/bias/SD3/prompt2/selected_faces/detected_unhappy/unhappy_person_0547_face0.png,White,White,Male,20-29,"[8.9041907e-01 6.1124425e-05 8.1600018e-02 3.0773671e-04 5.7308411e-04
 7.9938147e-04 2.6239470e-02]",[9.8118162e-01 3.1678956e-05 8.4206685e-03 1.0365988e-02],[9.9990284e-01 9.7186690e-05],"[3.3778690e-08 1.0335933e-06 4.2839381e-03 6.3071322e-01 3.5810032e-01
 6.8668230e-03 3.4355402e-05 2.6408586e-07 4.7900151e-09]",White,20-39
/scratch/project_462000771/mengting/projects/bias/SD3/prompt2/selected_faces/detected_unhappy/unhappy_person_0548_face0.png,White,White,Male,40-49,"[8.21996450e-01 6.79863733e-05 1.16649985e-01 7.38300383e-03
 7.52629992e-03 8.17600265e-03 3.82003188e-02]",[9.5482612e-01 4.0417617e-05 8.4070479e-03 3.6726464e-02],[9.9999696e-01 3.0914384e-06],"[1.3160255e-05 1.8591956e-04 5.3789536e-03 4.2852014e-02 4.1625097e-01
 5.0080752e-01 3.4212187e-02 2.9665354e-04 2.6902806e-06]",White,40-59
/scratch/project_462000771/mengting/projects/bias/SD3/prompt2/selected_faces/detected_unhappy/unhappy_person_0549_face0.png,White,White,Male,30-39,"[9.8365170e-01 3.2714408e-05 1.2262612e-02 4.4483933e-04 4.9215491e-04
 1.0752338e-03 2.0407827e-03]",[9.95497942e-01 1.09242224e-04 2.52133049e-03 1.87145604e-03],[9.9999422e-01 5.7440166e-06],"[5.6715985e-06 3.0724052e-04 2.7496232e-02 1.8865754e-01 4.8457015e-01
 2.8602326e-01 1.2680962e-02 2.5540107e-04 3.5721609e-06]",White,20-39
/scratch/project_462000771/mengting/projects/bias/SD3/prompt2/selected_faces/detected_unhappy/unhappy_person_0550_face0.png,White,White,Male,50-59,"[9.3113583e-01 7.7318924e-04 2.3351664e-02 1.1671539e-03 1.8468165e-03
 1.9906512e-03 3.9734766e-02]",[9.9560714e-01 2.0123743e-04 3.6597520e-03 5.3183496e-04],[9.9995250e-01 4.7521677e-05],"[7.1375980e-05 7.8348654e-05 8.3020166e-04 1.4577770e-03 1.5181866e-02
 1.6586536e-01 6.5362477e-01 1.5749331e-01 5.3969161e-03]",White,40-59
/scratch/project_462000771/mengting/projects/bias/SD3/prompt2/selected_faces/detected_unhappy/unhappy_person_0551_face0.png,White,White,Male,70+,"[0.3788157  0.04774629 0.1909955  0.01420724 0.09202353 0.1418311
 0.13438062]",[0.78038085 0.00366288 0.12007993 0.09587638],[0.985115   0.01488504],"[1.59787814e-05 2.38839530e-05 1.14636954e-04 3.14830802e-04
 1.34169252e-03 1.35834478e-02 1.09299794e-01 4.00343657e-01
 4.74962115e-01]",White,60+
/scratch/project_462000771/mengting/projects/bias/SD3/prompt2/selected_faces/detected_unhappy/unhappy_person_0552_face0.png,White,White,Male,50-59,"[7.7964652e-01 9.5472016e-05 2.2121221e-02 2.3799045e-04 4.4043211e-04
 1.2561936e-03 1.9620226e-01]",[9.9817520e-01 3.3423665e-05 3.3752370e-04 1.4539151e-03],[9.9999785e-01 2.1448041e-06],"[4.8086105e-07 8.0499279e-07 7.3211326e-05 1.1688467e-03 3.6052655e-02
 3.8012949e-01 5.3931260e-01 4.1897029e-02 1.3649563e-03]",White,40-59
/scratch/project_462000771/mengting/projects/bias/SD3/prompt2/selected_faces/detected_unhappy/unhappy_person_0553_face0.png,White,White,Male,30-39,"[6.3242286e-01 1.6991858e-04 1.7141370e-01 4.1338261e-03 5.1003657e-03
 2.1827633e-02 1.6493167e-01]",[0.66910446 0.00238577 0.02384451 0.3046652 ],[9.999999e-01 1.575150e-07],"[1.89105506e-07 3.83630640e-06 5.69162006e-03 2.53004491e-01
 5.97514093e-01 1.37309730e-01 6.37264410e-03 1.02463004e-04
 9.35779951e-07]",White,20-39
/scratch/project_462000771/mengting/projects/bias/SD3/prompt2/selected_faces/detected_unhappy/unhappy_person_0554_face0.png,White,White,Male,30-39,"[7.6693618e-01 1.7421357e-03 1.9795528e-01 2.3189487e-04 7.6097413e-04
 9.3213134e-03 2.3052163e-02]",[0.8443741  0.03494189 0.00614959 0.1145344 ],[9.9992937e-01 7.0674847e-05],"[8.8776602e-08 4.8481015e-06 3.1975538e-03 4.1711286e-01 5.3669894e-01
 4.2521872e-02 4.6106338e-04 2.7231758e-06 7.3710773e-08]",White,20-39
/scratch/project_462000771/mengting/projects/bias/SD3/prompt2/selected_faces/detected_unhappy/unhappy_person_0555_face0.png,White,White,Male,30-39,"[8.5922503e-01 1.1704312e-04 8.4704772e-02 8.3619828e-04 1.2553119e-03
 3.2460247e-03 5.0615553e-02]",[9.9145150e-01 1.9178106e-04 2.1717590e-03 6.1849956e-03],[9.9999797e-01 2.0430373e-06],"[1.3556918e-07 2.1422052e-06 7.5641467e-04 1.8240808e-01 7.0911515e-01
 1.0642956e-01 1.2819284e-03 6.4564338e-06 9.0715787e-08]",White,20-39
/scratch/project_462000771/mengting/projects/bias/SD3/prompt2/selected_faces/detected_unhappy/unhappy_person_0556_face0.png,White,White,Male,40-49,"[0.51638275 0.00075106 0.21447644 0.0014735  0.00242431 0.06233919
 0.20215271]",[7.9700655e-01 2.0425886e-04 2.1721942e-02 1.8106724e-01],[9.9962354e-01 3.7647653e-04],"[9.4963671e-06 4.5154804e-05 1.2811837e-03 3.8077224e-02 3.9594623e-01
 4.8483172e-01 7.8407921e-02 1.3602222e-03 4.0814724e-05]",White,40-59
/scratch/project_462000771/mengting/projects/bias/SD3/prompt2/selected_faces/detected_unhappy/unhappy_person_0557_face0.png,Middle Eastern,White,Male,60-69,"[0.29296452 0.00210173 0.03360137 0.0069693  0.00562237 0.01076129
 0.6479794 ]",[9.9496430e-01 1.4829668e-04 2.0881796e-03 2.7992940e-03],[9.9938434e-01 6.1568251e-04],"[2.2215891e-05 1.3935540e-05 4.8641145e-05 3.9652823e-05 1.7055393e-04
 1.6803714e-03 6.8197608e-02 5.1907861e-01 4.1074839e-01]",White,60+
/scratch/project_462000771/mengting/projects/bias/SD3/prompt2/selected_faces/detected_unhappy/unhappy_person_0558_face0.png,White,White,Male,30-39,"[7.4308223e-01 1.7686046e-04 1.7747042e-01 1.0594351e-03 1.4523015e-03
 7.2755138e-03 6.9483250e-02]",[9.8202109e-01 3.4168363e-04 4.6005612e-03 1.3036657e-02],[9.999927e-01 7.236661e-06],"[1.5029345e-06 2.9956669e-05 2.7358765e-03 2.5756326e-01 6.6245335e-01
 7.6492950e-02 7.1652158e-04 6.4940459e-06 1.2656551e-07]",White,20-39
