imageName,predicted_label,actual_label,imageTag,dataset,beautification,imageGender,condition,perceived_attractiveness,feminine,happy,intelligence,trustworthy,unusual,sociability,perceived_age
cfd-original-male-mixed-3,0,0,cfd-male-mixed-3,cfd,original,male,mixed,3.0,2.0,3.5,4.0,4.0,3.5,4.0,25.0
cfd-original-male-white-10,0,0,cfd-male-white-10,cfd,original,male,white,3.0,1.5,4.0,4.0,4.0,2.0,4.5,42.5
cfd-beautified-female-mixed-15,2,2,cfd-female-mixed-15,cfd,beautified,female,mixed,6.0,6.5,5.0,5.0,4.5,3.0,5.0,26.0
cfd-original-male-black-1,0,0,cfd-male-black-1,cfd,original,male,black,2.5,1.0,3.0,4.0,4.0,4.5,3.5,43.5
cfd-beautified-male-white-1,1,1,cfd-male-white-1,cfd,beautified,male,white,4.0,1.0,4.0,5.0,4.0,4.0,4.0,36.0
cfd-beautified-female-indian-15,1,1,cfd-female-indian-15,cfd,beautified,female,indian,5.0,6.0,4.0,5.0,4.0,4.0,4.0,22.0
cfd-beautified-male-black-16,2,2,cfd-male-black-16,cfd,beautified,male,black,6.0,1.0,5.0,5.0,5.0,3.0,5.0,27.0
cfd-beautified-male-latino-20,0,1,cfd-male-latino-20,cfd,beautified,male,latino,5.0,2.0,5.0,4.0,4.0,3.0,5.0,22.0
cfd-original-male-mixed-22,1,0,cfd-male-mixed-22,cfd,original,male,mixed,3.0,2.0,3.0,4.0,4.0,4.0,3.0,24.0
cfd-original-male-white-18,0,1,cfd-male-white-18,cfd,original,male,white,4.0,2.0,4.0,5.0,4.0,3.0,4.0,26.0
cfd-beautified-female-latino-12,2,2,cfd-female-latino-12,cfd,beautified,female,latino,6.0,7.0,5.0,5.0,5.0,4.0,5.0,26.0
cfd-beautified-male-indian-12,0,1,cfd-male-indian-12,cfd,beautified,male,indian,5.0,1.0,4.0,5.0,5.0,4.0,5.0,44.0
cfd-original-female-latino-21,0,0,cfd-female-latino-21,cfd,original,female,latino,3.0,5.0,3.0,4.0,4.0,3.0,4.0,24.0
cfd-original-male-indian-14,0,1,cfd-male-indian-14,cfd,original,male,indian,4.0,1.0,3.0,5.0,4.0,5.0,4.0,40.0
cfd-beautified-female-asian-17,2,1,cfd-female-asian-17,cfd,beautified,female,asian,5.0,6.0,4.0,5.0,4.0,5.0,5.0,23.0
cfd-beautified-female-mixed-2,2,2,cfd-female-mixed-2,cfd,beautified,female,mixed,6.0,7.0,5.0,5.0,4.5,5.0,5.0,23.0
cfd-original-male-black-8,0,1,cfd-male-black-8,cfd,original,male,black,4.0,1.0,4.5,4.0,4.0,3.5,5.0,45.0
cfd-original-male-indian-23,0,1,cfd-male-indian-23,cfd,original,male,indian,4.5,2.0,5.0,5.0,5.0,3.5,5.0,36.5
faces-original-male-young-14,1,1,faces-male-young-14,faces,original,male,young,4.0,3.0,4.0,5.0,4.0,3.0,4.0,28.0
faces-beautified-female-young-20,2,2,faces-female-young-20,faces,beautified,female,young,6.0,6.0,4.0,4.5,5.0,4.0,5.0,24.0
faces-beautified-female-middle-12,1,1,faces-female-middle-12,faces,beautified,female,middle,5.0,6.0,4.0,4.0,4.0,4.0,5.0,28.0
faces-beautified-male-old-10,1,1,faces-male-old-10,faces,beautified,male,old,4.0,2.0,4.0,5.0,4.0,2.0,4.0,65.0
faces-original-female-middle-2,0,1,faces-female-middle-2,faces,original,female,middle,5.0,5.0,3.0,4.5,4.0,3.0,4.0,57.0
faces-original-male-middle-6,0,1,faces-male-middle-6,faces,original,male,middle,4.0,1.0,4.0,5.0,4.0,2.0,4.0,54.0
faces-beautified-male-middle-24,1,1,faces-male-middle-24,faces,beautified,male,middle,5.0,2.0,4.0,4.5,4.0,3.0,5.0,46.5
faces-original-male-middle-13,0,0,faces-male-middle-13,faces,original,male,middle,3.0,1.0,3.0,4.0,3.5,3.5,3.0,60.5
faces-beautified-male-young-21,1,1,faces-male-young-21,faces,beautified,male,young,5.0,2.0,4.0,5.0,4.0,2.0,5.0,23.0
faces-original-female-middle-17,1,1,faces-female-middle-17,faces,original,female,middle,4.0,5.0,3.0,4.0,4.0,2.0,4.0,58.0
faces-original-female-old-2,0,0,faces-female-old-2,faces,original,female,old,3.0,5.0,3.0,4.0,4.0,2.0,4.0,74.0
faces-beautified-male-middle-7,0,1,faces-male-middle-7,faces,beautified,male,middle,5.0,2.0,3.0,4.5,4.0,2.0,4.0,46.5
faces-beautified-female-middle-13,0,1,faces-female-middle-13,faces,beautified,female,middle,5.0,6.0,4.0,5.0,5.0,3.0,5.0,45.0
faces-beautified-male-old-14,0,1,faces-male-old-14,faces,beautified,male,old,4.0,1.0,4.0,5.0,4.0,2.0,4.0,55.0
faces-original-female-middle-26,0,0,faces-female-middle-26,faces,original,female,middle,3.0,5.0,4.0,4.0,4.0,2.5,4.0,54.0
faces-original-female-young-18,0,1,faces-female-young-18,faces,original,female,young,4.5,5.0,4.0,4.0,4.0,3.0,4.0,28.0
faces-original-male-young-3,1,0,faces-male-young-3,faces,original,male,young,3.0,1.0,3.0,4.0,4.0,4.0,4.0,31.0
faces-original-male-old-5,0,0,faces-male-old-5,faces,original,male,old,3.0,1.0,3.0,4.5,4.0,2.5,4.0,69.5
faces-original-male-young-19,1,1,faces-male-young-19,faces,original,male,young,4.0,2.0,4.0,4.0,4.0,3.0,4.0,26.5
cfd-beautified-female-latino-10,2,1,cfd-female-latino-10,cfd,beautified,female,latino,5.0,6.0,4.0,5.0,4.0,3.0,5.0,25.5
cfd-beautified-female-white-17,2,1,cfd-female-white-17,cfd,beautified,female,white,5.0,5.0,4.0,4.0,4.0,4.0,5.0,27.5
cfd-beautified-male-indian-20,1,1,cfd-male-indian-20,cfd,beautified,male,indian,5.0,1.0,4.0,5.0,4.0,3.0,5.0,28.0
faces-original-male-old-6,0,0,faces-male-old-6,faces,original,male,old,3.0,1.0,4.0,5.0,5.0,2.0,4.0,71.5
faces-beautified-female-young-10,2,2,faces-female-young-10,faces,beautified,female,young,6.0,7.0,4.0,4.0,4.0,4.0,5.0,23.0
faces-original-female-middle-1,1,1,faces-female-middle-1,faces,original,female,middle,5.0,6.0,3.0,5.0,4.0,3.0,4.0,42.0
faces-beautified-female-middle-18,1,1,faces-female-middle-18,faces,beautified,female,middle,5.0,6.0,4.0,5.0,5.0,3.0,5.0,47.0
faces-beautified-female-old-7,0,1,faces-female-old-7,faces,beautified,female,old,4.0,5.0,5.0,5.0,5.0,3.0,5.0,75.5
faces-beautified-male-old-24,0,1,faces-male-old-24,faces,beautified,male,old,5.0,1.0,4.0,5.0,5.0,2.0,5.0,58.0
faces-original-male-middle-22,1,0,faces-male-middle-22,faces,original,male,middle,3.0,1.0,3.0,4.0,4.0,2.0,4.0,47.0
cfd-beautified-male-white-5,2,2,cfd-male-white-5,cfd,beautified,male,white,6.0,1.0,4.0,5.0,4.0,2.5,5.0,30.5
cfd-beautified-male-asian-7,1,1,cfd-male-asian-7,cfd,beautified,male,asian,5.0,2.0,4.0,5.0,4.0,3.0,5.0,25.0
cfd-original-female-black-12,0,1,cfd-female-black-12,cfd,original,female,black,5.0,6.0,4.0,4.5,4.0,3.0,4.0,32.0
cfd-original-female-mixed-25,1,0,cfd-female-mixed-25,cfd,original,female,mixed,3.0,5.0,3.0,4.0,4.0,4.0,3.5,32.0
cfd-original-female-white-5,0,0,cfd-female-white-5,cfd,original,female,white,3.0,5.0,4.0,4.0,4.0,3.5,4.0,32.5
cfd-original-male-indian-2,1,1,cfd-male-indian-2,cfd,original,male,indian,4.5,2.0,3.0,5.0,4.5,3.0,3.5,32.0
cfd-beautified-male-asian-12,1,1,cfd-male-asian-12,cfd,beautified,male,asian,5.0,2.0,5.0,5.0,5.0,2.0,5.0,23.0
cfd-original-male-asian-21,0,0,cfd-male-asian-21,cfd,original,male,asian,3.0,2.0,3.0,4.0,4.0,4.0,4.0,32.0
faces-original-male-old-12,0,0,faces-male-old-12,faces,original,male,old,3.0,1.0,3.0,4.0,4.0,3.0,4.0,71.0
faces-beautified-female-middle-27,2,2,faces-female-middle-27,faces,beautified,female,middle,6.0,6.0,5.0,5.0,4.0,4.0,5.0,29.0
faces-beautified-male-young-12,2,1,faces-male-young-12,faces,beautified,male,young,5.0,4.0,3.0,4.0,4.0,4.0,4.0,25.0
faces-original-female-old-25,0,0,faces-female-old-25,faces,original,female,old,3.0,5.0,4.0,4.0,4.0,4.0,4.5,69.5
faces-original-male-young-26,0,0,faces-male-young-26,faces,original,male,young,3.0,2.0,3.0,4.0,3.0,4.0,3.0,32.0
cfd-original-male-latino-18,0,0,cfd-male-latino-18,cfd,original,male,latino,2.0,1.0,2.0,4.0,4.0,4.0,3.0,39.5
cfd-beautified-female-asian-16,2,2,cfd-female-asian-16,cfd,beautified,female,asian,6.0,7.0,5.0,5.0,5.0,3.0,5.0,26.0
cfd-original-female-asian-19,0,1,cfd-female-asian-19,cfd,original,female,asian,5.0,5.0,4.0,5.0,4.0,3.0,4.0,33.0
cfd-original-female-black-25,0,0,cfd-female-black-25,cfd,original,female,black,3.0,3.0,4.0,4.0,4.0,4.0,4.0,25.0
cfd-original-male-indian-10,0,0,cfd-male-indian-10,cfd,original,male,indian,3.0,1.0,3.0,5.0,4.0,3.0,4.0,35.0
faces-beautified-female-young-8,2,2,faces-female-young-8,faces,beautified,female,young,6.0,6.0,4.0,4.0,4.0,4.0,5.0,22.0
faces-original-female-young-27,2,1,faces-female-young-27,faces,original,female,young,5.0,6.0,3.0,4.0,4.0,3.0,4.0,24.5
faces-beautified-female-old-10,1,1,faces-female-old-10,faces,beautified,female,old,4.0,6.0,5.0,5.0,5.0,2.0,5.0,64.0
faces-original-female-old-19,1,1,faces-female-old-19,faces,original,female,old,4.0,5.0,4.0,4.0,4.0,3.0,5.0,74.0
cfd-beautified-male-mixed-4,1,1,cfd-male-mixed-4,cfd,beautified,male,mixed,5.0,2.0,5.0,5.0,4.0,3.0,5.0,25.0
cfd-beautified-female-indian-13,2,2,cfd-female-indian-13,cfd,beautified,female,indian,6.0,6.0,5.0,5.0,5.0,3.0,5.0,27.0
cfd-original-male-latino-21,0,1,cfd-male-latino-21,cfd,original,male,latino,4.0,1.0,3.0,4.0,4.0,3.0,4.0,39.0
cfd-beautified-female-white-7,2,2,cfd-female-white-7,cfd,beautified,female,white,6.0,6.5,5.0,5.0,4.5,3.0,5.0,25.5
cfd-beautified-male-latino-25,1,1,cfd-male-latino-25,cfd,beautified,male,latino,5.0,1.0,4.0,4.0,4.0,2.0,4.0,22.0
cfd-original-female-white-4,1,0,cfd-female-white-4,cfd,original,female,white,2.0,3.0,3.0,4.0,4.0,3.0,3.0,31.0
cfd-original-male-asian-25,0,1,cfd-male-asian-25,cfd,original,male,asian,5.0,2.0,5.0,5.0,5.0,3.0,5.0,30.0
cfd-original-female-asian-11,1,1,cfd-female-asian-11,cfd,original,female,asian,5.0,6.0,5.0,5.0,5.0,3.0,5.0,27.0
cfd-beautified-male-white-20,1,1,cfd-male-white-20,cfd,beautified,male,white,5.0,2.0,4.0,5.0,4.0,3.5,5.0,19.5
cfd-original-female-black-1,1,1,cfd-female-black-1,cfd,original,female,black,5.0,5.0,3.0,5.0,4.0,3.0,4.0,31.0
cfd-original-female-black-15,0,0,cfd-female-black-15,cfd,original,female,black,3.0,3.5,4.0,4.0,4.0,4.0,4.0,30.0
cfd-beautified-female-mixed-19,2,1,cfd-female-mixed-19,cfd,beautified,female,mixed,5.0,6.0,4.5,5.0,4.0,4.0,5.0,23.0
cfd-beautified-female-black-13,1,1,cfd-female-black-13,cfd,beautified,female,black,5.0,6.0,4.0,5.0,5.0,4.0,5.0,26.0
cfd-original-male-asian-16,0,0,cfd-male-asian-16,cfd,original,male,asian,3.0,1.0,3.0,4.0,4.0,3.0,4.0,52.0
cfd-beautified-female-mixed-20,2,2,cfd-female-mixed-20,cfd,beautified,female,mixed,6.0,6.0,4.0,5.0,4.0,3.0,5.0,23.0
cfd-beautified-male-latino-7,0,1,cfd-male-latino-7,cfd,beautified,male,latino,4.0,1.0,4.0,4.0,4.0,4.0,4.0,25.0
cfd-original-male-latino-9,0,1,cfd-male-latino-9,cfd,original,male,latino,4.0,2.0,4.0,5.0,4.0,4.0,4.0,32.0
cfd-original-male-black-18,1,1,cfd-male-black-18,cfd,original,male,black,4.0,1.0,4.0,4.0,4.0,4.0,4.0,22.0
cfd-beautified-female-asian-20,2,1,cfd-female-asian-20,cfd,beautified,female,asian,5.0,6.0,4.0,5.0,4.0,3.0,5.0,28.0
cfd-original-male-white-12,0,0,cfd-male-white-12,cfd,original,male,white,2.0,2.0,4.0,4.0,4.0,5.0,4.0,30.0
cfd-beautified-female-latino-13,2,1,cfd-female-latino-13,cfd,beautified,female,latino,5.0,5.5,4.0,4.0,4.0,3.5,4.5,25.5
cfd-original-male-asian-1,0,0,cfd-male-asian-1,cfd,original,male,asian,2.0,1.0,3.0,4.0,4.0,3.0,3.0,33.0
cfd-beautified-male-asian-6,1,1,cfd-male-asian-6,cfd,beautified,male,asian,5.0,2.0,5.0,6.0,5.0,3.0,5.0,25.0
cfd-beautified-female-black-5,1,1,cfd-female-black-5,cfd,beautified,female,black,4.0,5.0,3.0,4.0,4.0,3.5,4.0,23.0
cfd-beautified-female-mixed-3,2,1,cfd-female-mixed-3,cfd,beautified,female,mixed,5.0,6.0,4.0,5.0,4.0,3.0,5.0,26.0
cfd-original-female-latino-16,0,0,cfd-female-latino-16,cfd,original,female,latino,3.0,5.0,3.0,4.0,4.0,3.0,4.0,29.0
cfd-original-female-mixed-2,1,1,cfd-female-mixed-2,cfd,original,female,mixed,5.0,5.0,4.0,5.0,5.0,3.0,5.0,29.0
cfd-original-male-indian-11,0,0,cfd-male-indian-11,cfd,original,male,indian,2.0,1.0,3.0,4.0,4.0,4.0,3.0,32.0
cfd-original-male-white-7,1,1,cfd-male-white-7,cfd,original,male,white,4.0,2.0,4.0,4.0,4.0,3.0,4.0,24.0
cfd-beautified-male-black-22,1,1,cfd-male-black-22,cfd,beautified,male,black,5.0,1.0,4.0,5.0,5.0,2.0,5.0,24.0
cfd-beautified-female-indian-21,1,1,cfd-female-indian-21,cfd,beautified,female,indian,5.0,6.0,5.0,5.0,5.0,3.0,5.0,26.0
cfd-beautified-female-white-3,2,2,cfd-female-white-3,cfd,beautified,female,white,6.0,6.0,4.0,5.0,5.0,4.0,5.0,27.0
cfd-original-female-mixed-17,1,1,cfd-female-mixed-17,cfd,original,female,mixed,5.0,6.0,3.0,5.0,4.0,2.5,4.0,35.0
cfd-original-female-white-15,1,1,cfd-female-white-15,cfd,original,female,white,4.0,5.0,3.0,4.0,4.0,2.5,4.0,29.0
faces-original-male-young-22,1,1,faces-male-young-22,faces,original,male,young,4.0,2.0,3.0,4.0,4.0,2.0,4.0,25.0
faces-original-female-young-11,1,1,faces-female-young-11,faces,original,female,young,5.0,6.0,4.0,5.0,5.0,2.0,5.0,27.0
faces-beautified-female-middle-23,2,2,faces-female-middle-23,faces,beautified,female,middle,6.0,6.0,5.0,5.0,5.0,5.0,5.0,32.0
faces-beautified-male-young-7,1,1,faces-male-young-7,faces,beautified,male,young,5.0,3.0,4.0,4.0,4.0,4.0,5.0,23.0
faces-original-female-old-17,0,1,faces-female-old-17,faces,original,female,old,3.5,5.0,4.0,4.0,4.0,3.5,4.0,65.0
cfd-beautified-female-indian-5,2,2,cfd-female-indian-5,cfd,beautified,female,indian,6.0,6.0,5.0,5.0,4.5,4.0,5.0,24.0
cfd-beautified-female-latino-5,2,2,cfd-female-latino-5,cfd,beautified,female,latino,6.0,6.0,4.0,5.0,5.0,4.0,5.0,24.0
cfd-original-male-asian-7,1,0,cfd-male-asian-7,cfd,original,male,asian,3.0,2.0,3.0,5.0,4.0,3.0,4.0,26.5
cfd-beautified-female-white-6,2,2,cfd-female-white-6,cfd,beautified,female,white,6.0,6.0,5.0,4.0,4.0,2.5,5.0,21.0
cfd-beautified-male-asian-15,1,1,cfd-male-asian-15,cfd,beautified,male,asian,5.0,2.0,5.0,5.0,5.0,3.0,4.5,22.5
cfd-original-female-white-12,1,1,cfd-female-white-12,cfd,original,female,white,5.0,6.0,4.0,5.0,5.0,2.0,5.0,27.0
faces-original-male-young-21,1,1,faces-male-young-21,faces,original,male,young,4.0,2.0,4.0,4.0,4.0,2.0,4.0,24.0
faces-original-female-middle-23,1,1,faces-female-middle-23,faces,original,female,middle,5.0,5.0,5.0,5.0,5.0,3.0,5.0,46.0
faces-beautified-male-old-25,0,1,faces-male-old-25,faces,beautified,male,old,4.0,2.0,4.0,5.0,4.0,3.0,4.0,60.0
cfd-beautified-female-mixed-10,2,2,cfd-female-mixed-10,cfd,beautified,female,mixed,6.0,6.0,5.0,5.0,4.0,3.0,5.0,23.0
cfd-original-female-mixed-23,1,1,cfd-female-mixed-23,cfd,original,female,mixed,5.0,5.0,3.5,5.0,4.0,3.0,4.0,30.0
cfd-original-male-latino-2,0,1,cfd-male-latino-2,cfd,original,male,latino,4.0,1.0,4.0,5.0,4.0,3.0,4.0,42.0
cfd-beautified-male-indian-4,0,0,cfd-male-indian-4,cfd,beautified,male,indian,3.0,1.0,4.0,4.0,5.0,3.0,4.0,42.0
cfd-beautified-male-latino-14,1,1,cfd-male-latino-14,cfd,beautified,male,latino,5.0,1.5,4.0,5.0,4.0,3.0,5.0,43.5
cfd-original-female-black-23,0,0,cfd-female-black-23,cfd,original,female,black,2.0,3.0,2.0,4.0,4.0,4.0,3.0,36.0
cfd-original-male-indian-16,0,0,cfd-male-indian-16,cfd,original,male,indian,3.0,2.0,3.0,4.0,4.0,3.0,4.0,29.5
cfd-original-male-white-8,0,1,cfd-male-white-8,cfd,original,male,white,3.5,2.0,4.0,4.0,4.0,3.0,4.0,31.0
cfd-beautified-male-white-11,1,1,cfd-male-white-11,cfd,beautified,male,white,5.0,2.0,4.0,4.0,4.0,4.0,5.0,24.0
cfd-original-female-latino-14,0,1,cfd-female-latino-14,cfd,original,female,latino,4.0,5.0,4.0,4.0,4.0,3.0,4.0,28.0
cfd-beautified-female-mixed-16,2,2,cfd-female-mixed-16,cfd,beautified,female,mixed,6.0,6.0,5.0,5.0,5.0,5.0,5.0,25.0
cfd-beautified-male-black-18,1,1,cfd-male-black-18,cfd,beautified,male,black,5.0,1.0,5.0,4.0,5.0,4.0,5.0,23.0
cfd-original-male-indian-8,0,0,cfd-male-indian-8,cfd,original,male,indian,3.0,1.0,3.0,4.0,4.0,4.0,3.0,44.0
faces-beautified-female-young-16,2,2,faces-female-young-16,faces,beautified,female,young,6.0,6.0,4.0,4.0,4.0,4.0,5.0,20.0
faces-beautified-male-young-1,1,1,faces-male-young-1,faces,beautified,male,young,5.0,3.0,3.0,5.0,4.0,4.0,4.0,30.0
faces-original-male-old-3,0,0,faces-male-old-3,faces,original,male,old,2.0,1.0,3.0,4.0,3.0,4.0,3.0,66.0
faces-original-female-middle-18,0,1,faces-female-middle-18,faces,original,female,middle,3.5,5.0,4.0,4.0,4.0,2.0,4.0,58.5
faces-original-female-old-16,0,0,faces-female-old-16,faces,original,female,old,3.0,5.0,4.0,4.5,5.0,3.0,4.5,76.0
faces-beautified-female-middle-20,2,1,faces-female-middle-20,faces,beautified,female,middle,5.0,6.0,4.0,4.0,4.0,4.0,4.0,34.5
faces-beautified-female-old-27,1,1,faces-female-old-27,faces,beautified,female,old,4.0,6.0,5.0,5.0,5.0,4.0,5.0,70.0
faces-beautified-male-middle-8,1,1,faces-male-middle-8,faces,beautified,male,middle,4.0,2.0,3.0,5.0,4.0,3.0,4.0,46.0
faces-beautified-male-old-4,0,1,faces-male-old-4,faces,beautified,male,old,4.0,2.0,3.0,5.0,4.0,3.5,4.0,66.0
cfd-original-female-indian-12,1,1,cfd-female-indian-12,cfd,original,female,indian,3.5,5.0,3.0,4.0,4.0,3.0,3.0,23.0
cfd-original-male-black-25,1,0,cfd-male-black-25,cfd,original,male,black,2.0,1.0,2.0,3.0,3.0,5.0,3.0,27.0
cfd-beautified-female-asian-14,2,2,cfd-female-asian-14,cfd,beautified,female,asian,6.0,7.0,5.0,5.0,4.5,4.0,5.0,25.0
cfd-beautified-female-indian-25,2,2,cfd-female-indian-25,cfd,beautified,female,indian,6.0,6.0,4.0,5.0,4.0,5.0,5.0,27.0
cfd-beautified-male-black-9,0,1,cfd-male-black-9,cfd,beautified,male,black,4.0,1.0,4.0,4.0,4.0,2.0,5.0,22.0
cfd-beautified-male-indian-10,1,1,cfd-male-indian-10,cfd,beautified,male,indian,5.0,2.0,5.0,5.0,4.0,3.0,5.0,30.5
cfd-beautified-male-mixed-5,1,1,cfd-male-mixed-5,cfd,beautified,male,mixed,5.0,2.5,4.0,5.0,5.0,4.0,5.0,24.0
cfd-original-female-asian-7,0,0,cfd-female-asian-7,cfd,original,female,asian,3.0,5.0,3.0,3.0,4.0,3.0,4.0,30.0
faces-beautified-male-old-17,0,1,faces-male-old-17,faces,beautified,male,old,4.0,1.0,3.0,5.0,4.0,3.0,4.0,63.5
faces-original-female-middle-12,0,0,faces-female-middle-12,faces,original,female,middle,3.0,5.0,3.0,4.0,3.0,3.0,4.0,45.0
cfd-beautified-female-white-15,2,2,cfd-female-white-15,cfd,beautified,female,white,6.0,6.0,5.0,5.0,5.0,3.0,5.0,26.0
cfd-original-female-mixed-19,1,0,cfd-female-mixed-19,cfd,original,female,mixed,3.0,4.0,3.0,4.0,4.0,4.0,4.0,26.0
cfd-original-female-white-11,1,1,cfd-female-white-11,cfd,original,female,white,5.0,5.0,4.0,5.0,4.0,3.0,4.0,25.0
cfd-beautified-male-indian-11,0,1,cfd-male-indian-11,cfd,beautified,male,indian,4.0,1.0,4.0,5.0,4.0,3.0,4.0,27.0
cfd-beautified-female-mixed-23,2,2,cfd-female-mixed-23,cfd,beautified,female,mixed,6.0,7.0,5.0,5.0,5.0,4.0,5.0,25.0
cfd-beautified-male-latino-11,1,1,cfd-male-latino-11,cfd,beautified,male,latino,5.0,2.0,4.0,5.0,4.5,3.0,5.0,25.0
cfd-original-male-black-3,1,1,cfd-male-black-3,cfd,original,male,black,4.0,2.0,3.5,4.0,4.0,4.0,4.0,20.5
cfd-original-male-white-5,0,1,cfd-male-white-5,cfd,original,male,white,5.0,1.0,4.0,4.0,4.0,3.0,5.0,32.0
cfd-beautified-female-latino-8,2,1,cfd-female-latino-8,cfd,beautified,female,latino,5.0,6.0,5.0,5.0,4.0,4.0,5.0,24.0
cfd-beautified-male-indian-24,1,1,cfd-male-indian-24,cfd,beautified,male,indian,5.0,1.0,4.0,5.0,4.0,4.0,4.5,32.0
cfd-original-female-latino-7,0,0,cfd-female-latino-7,cfd,original,female,latino,3.0,5.0,4.0,4.0,5.0,3.0,4.0,53.0
cfd-original-male-indian-7,0,1,cfd-male-indian-7,cfd,original,male,indian,5.0,1.0,4.0,5.0,4.0,3.0,4.0,26.0
cfd-original-male-latino-4,1,0,cfd-male-latino-4,cfd,original,male,latino,3.0,1.5,3.0,4.0,3.0,3.0,4.0,28.0
cfd-beautified-male-white-2,1,0,cfd-male-white-2,cfd,beautified,male,white,3.0,1.0,4.0,4.0,4.0,3.0,4.0,39.0
cfd-beautified-female-asian-7,1,1,cfd-female-asian-7,cfd,beautified,female,asian,4.0,5.0,4.0,5.0,4.0,4.0,5.0,26.0
cfd-beautified-female-mixed-14,2,2,cfd-female-mixed-14,cfd,beautified,female,mixed,6.0,6.0,4.0,5.0,4.0,4.5,5.0,26.0
cfd-original-female-asian-6,0,1,cfd-female-asian-6,cfd,original,female,asian,4.0,5.0,4.0,4.5,4.0,4.0,4.0,31.0
cfd-beautified-male-black-15,1,1,cfd-male-black-15,cfd,beautified,male,black,5.0,1.5,4.0,5.0,4.0,3.0,5.0,25.0
cfd-beautified-female-white-13,2,2,cfd-female-white-13,cfd,beautified,female,white,6.0,7.0,5.0,5.0,4.0,4.0,5.0,25.0
cfd-original-female-indian-13,1,1,cfd-female-indian-13,cfd,original,female,indian,5.0,6.0,4.0,5.0,5.0,3.0,4.0,28.0
cfd-original-female-mixed-18,0,1,cfd-female-mixed-18,cfd,original,female,mixed,5.0,5.0,4.0,4.0,4.0,3.0,4.0,27.0
cfd-original-male-white-13,0,1,cfd-male-white-13,cfd,original,male,white,5.0,2.0,5.0,4.0,4.0,3.0,5.0,29.5
cfd-original-male-asian-2,0,0,cfd-male-asian-2,cfd,original,male,asian,3.0,2.0,4.0,5.0,5.0,2.0,5.0,33.0
cfd-original-female-black-22,1,1,cfd-female-black-22,cfd,original,female,black,5.0,6.0,4.0,5.0,5.0,2.0,5.0,25.0
cfd-beautified-female-black-10,1,1,cfd-female-black-10,cfd,beautified,female,black,5.0,5.5,4.0,4.0,4.0,3.5,5.0,27.0
cfd-beautified-male-asian-23,1,1,cfd-male-asian-23,cfd,beautified,male,asian,5.0,2.0,5.0,5.0,5.0,3.0,4.0,51.0
cfd-original-female-indian-24,0,1,cfd-female-indian-24,cfd,original,female,indian,3.5,5.0,4.0,4.0,5.0,4.0,4.0,29.0
faces-beautified-female-middle-9,2,1,faces-female-middle-9,faces,beautified,female,middle,5.0,6.0,4.0,4.0,4.0,4.0,5.0,32.0
faces-original-female-old-11,0,0,faces-female-old-11,faces,original,female,old,3.0,5.0,3.0,4.0,4.0,2.0,4.0,70.0
faces-beautified-male-old-26,1,1,faces-male-old-26,faces,beautified,male,old,5.0,1.0,4.0,5.0,5.0,2.0,5.0,56.0
faces-original-male-old-20,0,0,faces-male-old-20,faces,original,male,old,3.0,1.0,3.0,4.0,4.0,3.0,3.0,70.5
cfd-beautified-female-white-25,1,1,cfd-female-white-25,cfd,beautified,female,white,5.0,6.0,5.0,5.0,5.0,3.0,5.0,27.0
cfd-original-female-white-13,1,1,cfd-female-white-13,cfd,original,female,white,5.0,5.5,4.5,5.0,5.0,3.5,5.0,26.5
cfd-original-male-latino-25,0,0,cfd-male-latino-25,cfd,original,male,latino,3.0,1.0,3.0,4.0,4.0,3.0,4.0,21.0
cfd-original-male-mixed-4,1,0,cfd-male-mixed-4,cfd,original,male,mixed,3.0,2.0,4.0,4.0,3.0,3.0,4.0,37.0
cfd-original-female-black-17,1,0,cfd-female-black-17,cfd,original,female,black,3.0,5.0,4.0,4.0,4.0,3.0,4.0,37.0
faces-beautified-female-young-9,2,2,faces-female-young-9,faces,beautified,female,young,6.0,6.0,5.0,4.0,4.0,2.0,5.0,20.0
faces-original-male-middle-5,0,0,faces-male-middle-5,faces,original,male,middle,3.0,1.0,4.0,5.0,5.0,3.0,4.0,64.0
faces-original-male-old-23,0,0,faces-male-old-23,faces,original,male,old,2.0,1.0,2.0,4.0,4.0,2.0,3.0,69.0
faces-original-female-middle-14,0,0,faces-female-middle-14,faces,original,female,middle,3.0,5.0,3.0,4.0,4.0,3.0,3.5,52.5
faces-original-female-old-1,0,0,faces-female-old-1,faces,original,female,old,2.0,4.0,2.0,3.0,3.0,5.0,3.0,66.0
cfd-original-male-indian-5,1,1,cfd-male-indian-5,cfd,original,male,indian,3.5,1.0,3.5,4.0,4.0,4.0,4.0,32.0
cfd-beautified-male-indian-1,1,1,cfd-male-indian-1,cfd,beautified,male,indian,5.0,2.0,5.0,5.0,4.0,4.0,5.0,36.0
cfd-original-female-asian-13,1,1,cfd-female-asian-13,cfd,original,female,asian,4.0,5.0,4.0,4.0,4.0,3.0,4.0,27.0
cfd-original-male-white-16,0,0,cfd-male-white-16,cfd,original,male,white,3.0,2.0,4.0,4.0,4.0,3.0,4.0,35.0
cfd-original-female-indian-20,0,0,cfd-female-indian-20,cfd,original,female,indian,2.0,3.0,3.0,4.0,4.0,4.0,3.0,41.0
cfd-beautified-female-black-21,2,2,cfd-female-black-21,cfd,beautified,female,black,6.0,6.0,5.0,5.0,5.0,2.0,5.0,28.0
